baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PSPPH_0537	3.91452541042664	0.848571807295657	1.55256949317899	0.546559629713032	0.584681310545494	NA
PSPPH_0538	71.8624462320792	0.335075678834804	0.385595951808103	0.868981319081789	0.384857348646782	0.643199483560242
PSPPH_0539	52.1634079783276	0.82679314478034	0.443424081869493	1.86456527416046	0.0622423641594461	0.216334160997816
PSPPH_0540	22.3631395595836	1.55709378727659	0.723408650718259	2.15244009831867	0.0313627083996061	0.131162096038541
PSPPH_0541	3.39264126528617	0.415504482949395	1.68067875644731	0.247224213048129	0.804734707493882	NA
PSPPH_0542	56.9947033757712	-0.839315475566996	0.405983588043527	-2.06736306660014	0.0386999556823601	0.153646321814914
PSPPH_0543	28.6099114792728	-0.590202864727483	0.557988204133371	-1.05773358711793	0.290176918178829	0.551771099235118
parE	101.485095054335	0.64038641670432	0.335832010489006	1.9068653276138	0.0565380290829984	0.20189987865564
PSPPH_0545	24.8550244995424	0.00966716461630113	0.634909140226882	0.0152260599254353	0.987851831256316	0.995158956257202
PSPPH_0546	5.04894277945982	-0.319396907757786	1.40549328714401	-0.227248974206634	0.820230147781461	NA
parC	145.513630871724	0.25418368318473	0.264274505834053	0.961816889535084	0.336141592504863	0.593033908895997
PSPPH_0548	224.615076209165	-1.59345126514066	0.230333604767549	-6.91801470631593	4.58016757201565e-12	0.000000000290513485996421
PSPPH_0549	59.4234244468413	-0.137288630167618	0.403933254514186	-0.339879494033577	0.733947279736016	0.875096953252152
PSPPH_0550	50.5404259361021	0.4644392074331	0.454428665918984	1.02202885131349	0.306767245386782	0.569893962141135
PSPPH_0551	45.4746669607644	0.153968685317785	0.462789140462878	0.332697273673679	0.739362807722362	0.877054991017059
PSPPH_0552	114.773265797587	1.03760396909383	0.31533464221473	3.29048518680439	0.00100014767572885	0.00891101474294868
PSPPH_0553	72.1124689492443	0.0224480339132949	0.361578808070284	0.0620833782629525	0.950496433686573	0.977643315257685
PSPPH_0554	22.407714292283	-1.90759311915078	0.651887987349886	-2.92625904475659	0.00343065145731148	0.024424303244861
PSPPH_0555	12.6784995227632	-1.57934994982418	0.849911491974408	-1.85825225889725	0.0631331999730906	NA
rsgA	58.2720565353859	0.0928938214104358	0.425123708227021	0.218510093915603	0.827031694523485	0.921217128311447
orn	36.0374137931851	-0.494340261451371	0.518711696317758	-0.953015451474498	0.340582241965399	0.597658938086549
PSPPH_0558	15.6793556287139	-0.349935060413579	0.753150364503041	-0.464628415395484	0.642197579723822	0.826879822322021
PSPPH_0559	9.19746539999421	0.415177557530128	1.02635848091729	0.404515152599576	0.685833937604676	NA
PSPPH_0560	32.7615560952411	1.32602740246114	0.669701137138737	1.98002859622805	0.0477003155221066	0.178223899790872
PSPPH_0561	33.3654573826495	0.206934335475644	0.535974961982644	0.386089556702735	0.699430343908804	0.860638538648062
PSPPH_0562	83.895887892982	-0.103576808203919	0.346351216785818	-0.299051376706929	0.764900845215878	0.889409301812278
mutL	63.3111013763411	0.20108514985146	0.387067732679578	0.519508946042583	0.603405876036298	0.799083263102916
miaA	41.1239526977426	-0.465622062681608	0.471490733587806	-0.987552945396104	0.323371640856887	0.584567805321736
PSPPH_0565	137.260511799256	0.534968876444389	0.299416184938048	1.78670660891321	0.0739849203646174	0.243028147782171
PSPPH_0566	346.826418580955	0.156550284792968	0.190777485585806	0.820590984896676	0.411879284445515	0.66620911582444
hflK	438.853902001269	0.410523797662892	0.182472565770936	2.24978366434677	0.0244626814894159	0.109711420013138
hflC	149.728974208738	0.992901633782783	0.271845026152251	3.65245466447009	0.000259745463882812	0.00281930133234774
PSPPH_0569	132.233284730514	-0.312200794988272	0.284924757356929	-1.0957306689821	0.273196657096701	0.531671133113573
purA	231.082355180041	0.328931314538639	0.215593619820576	1.52570059732003	0.127084445698145	0.342949808603069
PSPPH_0571	13.4156773413855	0.7149288298189	0.900347559037163	0.794058719483228	0.427161247990711	NA
rnr	325.471792394628	-0.0257956883417632	0.18896172696739	-0.136512767721555	0.891415931855542	0.950906823626752
PSPPH_0575	51.1284290512855	0.35241409249924	0.431372056188025	0.8169608750587	0.41395078730067	0.666855425235879
rpsF	396.903180688827	-0.107313260220297	0.171642260689603	-0.625214674924151	0.531830171688122	0.75321402306069
rpsR	147.678054280158	-0.179630012556223	0.273599933589515	-0.656542602914968	0.511475065415167	0.735883770783005
PSPPH_0578	292.570152888507	0.261456307687881	0.197996598054225	1.32050909084952	0.186665102851366	0.425385657823813
rplI	171.191780095967	0.330520814631664	0.2453650367992	1.347057506413	0.177961712484386	0.417332748290849
dnaB	88.4944257016414	-1.17326715131321	0.332423237812637	-3.52943783062029	0.000416443536488854	0.00425059609657589
PSPPH_0581	109.959271122185	-1.01668683927865	0.298300593130244	-3.40826288211485	0.000653778776945071	0.00635644767073602
PSPPH_0582	11.9989352278584	0.0390097069072775	0.927215144272854	0.0420719043991348	0.966441377374426	NA
PSPPH_0583	46.133715874378	0.922306907316985	0.470004996141309	1.96233426216535	0.0497235807484994	0.184439264916604
PSPPH_0584	26.1480599881005	0.523646144271868	0.642651167500305	0.814821742732802	0.415174353319297	0.666855425235879
PSPPH_0585	7.75185396292137	0.536589039196473	1.09274079465921	0.491048784688064	0.623391943640951	NA
azu	25.509561381356	0.179655090954461	0.610509804926742	0.294270607129756	0.768551130920369	0.889409301812278
nadE	91.8526903245287	-0.0310384175988977	0.326972451006661	-0.0949267056088018	0.924373044288853	0.963808136980628
pncB	39.8985397713567	-0.115477769027178	0.482382331329707	-0.23939054465129	0.810802761169442	0.912869768991492
PSPPH_0589	10.8296192986651	0.265683869003353	0.918645994112744	0.289212461281082	0.772418796415306	NA
PSPPH_0590	30.2443248996997	-0.532097556664925	0.548275603170845	-0.97049285721933	0.331800883555345	0.59130815670453
braD	9.20929220579792	0.740034614347137	1.02438179489225	0.722420700989688	0.470035863396373	NA
braE	9.61128246714584	-0.269726628991796	0.958223860427309	-0.281486028610804	0.778337642615082	NA
PSPPH_0593	7.35227033788548	1.27336212704627	1.18331590297848	1.0760965215131	0.281884091200132	NA
PSPPH_0594	6.92181649279265	1.27724647539053	1.23475344538628	1.03441418216975	0.300942577129522	NA
PSPPH_0595	12.5545309720628	1.20825292707593	0.925254184850737	1.30586053741638	0.191599988668439	NA
PSPPH_0596	29.2278920825289	-0.581549307531155	0.553727641310973	-1.05024431533581	0.293605799694626	0.555882962561484
PSPPH_0597	108.761398110964	0.340705135705877	0.315022288317964	1.08152708027436	0.279462721361419	0.539194194337184
PSPPH_0598	48.6260944074933	0.101054129105303	0.439159057871463	0.230108265545283	0.818007642245295	0.916419354197743
dxs	135.497895956943	0.414606661887696	0.278517448397313	1.48862006410545	0.136587445099038	0.357786581852347
ispA	31.3558073167339	0.444671941107896	0.552933525041332	0.804205064387543	0.421278554465732	0.671625415378043
xseB	12.832746124071	-0.591317989129103	0.830346346399805	-0.712134149434058	0.476381709375453	NA
metC	36.4251636007053	0.0457120525282414	0.507673617845844	0.090042206097308	0.928253675410296	0.966034282765159
PSPPH_0603	12.2587900213546	1.04336513570546	0.928183617563973	1.12409346164047	0.260973378789409	NA
PSPPH_0604	96.663414112417	0.418658823925464	0.34375342669478	1.21790443793072	0.223260289558699	0.473162618444212
PSPPH_0605	14.9444858701106	-0.491715867893645	0.868504073480781	-0.566164146960131	0.571282200015645	0.779397854523282
PSPPH_0606	0.31360070435169	0.752662925622292	4.87294944451459	0.154457363900944	0.877249126410903	NA
PSPPH_0607	57.2347111317977	-2.08843575775373	0.408220059072978	-5.11595574822152	0.000000312156244496469	0.00000866233578477701
PSPPH_0608	44.8780128076622	-2.23899360239159	0.497607404907332	-4.49951825537756	0.00000681076311620939	0.000119367585141986
PSPPH_0609	58.3519808058228	-0.702918304263785	0.397941362796734	-1.76638663375848	0.0773310059866	0.248204578250967
PSPPH_0610	17.2612133998681	-1.01874859360531	0.767434692642225	-1.32747268708667	0.184352369085389	0.424163305092685
PSPPH_0611	17.1205002717632	0.0852475384699852	0.779367600579506	0.109380398167179	0.912900780452585	0.95760474284737
PSPPH_0612	23.8396374515958	2.16506433090039	0.757174511850614	2.8593993815359	0.00424444042582104	0.0287714740315197
PSPPH_0613	47.5303527359295	-0.109401578767811	0.464829324348625	-0.23535859946254	0.813930416415179	0.913357468125542
PSPPH_0614	2.57138985790974	-1.05021835072313	1.84018308775479	-0.570714054330594	0.568193490310517	NA
PSPPH_0615	23.780493788668	-0.105961843891624	0.638310703175464	-0.166003551819649	0.868154155009289	0.940529755569234
PSPPH_0616	1.4443362118821	-1.30120575696286	2.4621985182755	-0.528473129727253	0.597170992115046	NA
PSPPH_0617	0.837891485804184	-2.42393494790985	3.512599364875	-0.690068720090458	0.490150972829382	NA
rpoD	1252.88788000275	0.14909545460774	0.119531801985657	1.24732876214508	0.212276975405549	0.459883460537152
dnaG	46.083270010108	-0.554539795072823	0.450141458002565	-1.23192339922101	0.217977699693383	0.467463090880642
rpsU	159.709144143032	-1.28739876142813	0.268609743275816	-4.79282227713606	0.00000164451297254531	0.0000354007986106198
gcp	26.251128042106	-1.08453959228764	0.591858592382264	-1.83243025656231	0.0668873436918617	0.227861743727775
PSPPH_0623	11.8079064368679	1.15055704450287	0.975988215511856	1.17886366476204	0.238452468293285	NA
folB1	4.26523194720607	-0.417182984510476	1.43210461805018	-0.291307617650498	0.77081606192881	NA
folK1	11.0488960744738	-1.20169813198221	0.893152133021403	-1.34545738352216	0.178477574796051	NA
cca	37.5173606238627	1.37749464720072	0.543927928249313	2.53249479509965	0.0113254051196433	0.0613229252819711
PSPPH_0627	125.807134019692	-1.94399099961296	0.27898515039912	-6.9680805477706	3.21294270192842e-12	0.000000000225244193629929
PSPPH_0628	147.704444083299	-1.97369183383611	0.270122614937458	-7.30665158966078	2.7388148950724e-13	0.0000000000208462939442082
PSPPH_0629	500.105426735564	-1.7617651122107	0.162458627251115	-10.8443924586875	2.12039927643857e-27	5.64874367243236e-25
glpE	13.7986834496806	-1.62440646770133	0.816139785448672	-1.99035324176521	0.0465520368373644	NA
apaH	50.7073244355004	-1.15195917366351	0.433928746260107	-2.65471965983327	0.00793743427212641	0.0463800545783934
PSPPH_0632	31.8592961777845	-0.887331083039929	0.552307144127787	-1.60658990649346	0.10814435813412	0.310448890160879
ksgA	25.0140876739608	-0.444911338646451	0.612570999116859	-0.726301668358244	0.467653856823106	0.704390622068655
pdxA1	24.483999323319	-0.0141083184711278	0.627771786079893	-0.0224736421482509	0.982070137207409	0.992878499248781
surA	172.007215921747	-0.450794720690609	0.242318374156665	-1.86034064589406	0.0628373463782232	0.21768360305798
PSPPH_0636	349.283725058658	0.156940704611163	0.189287872706475	0.829111249269136	0.407041458824717	0.663442814755769
PSPPH_0637	41.1451963725514	0.0738674509101977	0.475921188451065	0.155209418497645	0.876656223382696	0.94398228742583
PSPPH_0638	26.0729555912608	0.951549614872907	0.639455611759253	1.48806202866064	0.136734536123545	0.357820043451006
PSPPH_0639	13.4914518595707	1.15139376659119	0.866640460716342	1.328571442002	0.183989399041781	NA
PSPPH_0640	27.7052728393701	1.02553773525684	0.65160154404127	1.57387247564884	0.115516934340812	0.324994390174747
PSPPH_0641	22.3149951543595	0.704402281174462	0.661027278070735	1.065617569112	0.286596553841224	0.547008352804027
PSPPH_0642	13.4078233257101	0.506286218813681	0.849598971047776	0.595911996208398	0.551234018776205	NA
PSPPH_0643	4.92315976189692	-0.376545852837003	1.36748213357086	-0.275357054833134	0.783041934467608	NA
PSPPH_0644	6.28847103629949	3.66061676666737	1.68992592724195	2.16614036607019	0.0303004624216369	NA
PSPPH_0645	4.49673095642077	1.81834449766367	1.64926487330755	1.10251817466835	0.270236461570046	NA
PSPPH_0646	5.98994425655934	0.854968961964145	1.27632400633462	0.669868276175004	0.502941764445992	NA
rpe	41.4950591263485	0.470105974645766	0.495332476666835	0.949071576750182	0.342584209321686	0.599945632533049
gph1	43.1892870093379	0.179991650950278	0.495784318329495	0.36304425996519	0.716571821929357	0.868097923428743
trpE	105.75602337224	0.198303777022583	0.319797494995135	0.620091714682128	0.535197406650125	0.75595966656195
PSPPH_0650	23.938706168392	1.64306751747187	0.687907225905246	2.38850161125969	0.0169172341456367	0.0845544310768782
PSPPH_0651	2.93774887606511	0.152663004777731	1.73856552076589	0.0878097505985733	0.930027887846794	NA
PSPPH_0652	2.45581194235935	-0.406118064793005	1.84736869967639	-0.219835956332997	0.825998915449489	NA
PSPPH_0653	6.73924682132284	1.34927914118709	1.27691978098783	1.0566671150973	0.290663538243806	NA
PSPPH_0654	0.542349899140456	1.57940721575161	3.93350697694051	0.401526481333477	0.688032545405405	NA
PSPPH_0655	37.1531309260789	-0.390924471588786	0.497030240883271	-0.78652049600458	0.431562616281288	0.6794815660599
PSPPH_0656	2.84901614095497	-0.687936732013999	1.71315705476194	-0.401560808509523	0.68800727769422	NA
PSPPH_0657	0.602762864575148	1.72072836575178	3.74625398516676	0.459319729138754	0.646004582083971	NA
PSPPH_0658	2.62783003321619	-0.878528991226293	2.08842746054588	-0.42066531293199	0.67399949367243	NA
PSPPH_0659	3.19986649180386	0.275854421745454	1.72336281417956	0.16006752581393	0.872827881941131	NA
PSPPH_0660	4.8332956156655	0.344765453662718	1.36542066658109	0.252497609052589	0.800656461951954	NA
PSPPH_0662	5.6659390861507	-0.313374180488147	1.25657302516075	-0.249387957733741	0.803060699278499	NA
PSPPH_0663	4.73322636742158	0.866946213579378	1.4601675308216	0.593730647531636	0.552692281280299	NA
PSPPH_0664	0.489591585336777	-1.64192944065183	4.24087341478856	-0.387167755332234	0.698632019741825	NA
PSPPH_0665	7.66170218855103	-1.14489162618381	1.08720385690084	-1.05306067387161	0.292313185146365	NA
PSPPH_0666	6.05389526942733	-0.766234836285871	1.27964071713028	-0.598789039789409	0.549313572033659	NA
PSPPH_0667	54.9230741906047	-0.82190977147923	0.406936552767967	-2.0197491866696	0.0434094102793727	0.166582976930103
PSPPH_0668	4.13561995358439	1.65216257417813	1.64690089011662	1.00319490024754	0.315766833092359	NA
PSPPH_0669	7.77090067766115	-0.758024949740659	1.09122139606229	-0.694657337618211	0.48727007009281	NA
PSPPH_0670	4.45574389844582	3.13930866827832	1.81523797065496	1.72941989922436	0.0837339710942787	NA
PSPPH_0671	8.4561084154872	0.0438420365723427	1.045878226658	0.0419188730149163	0.966563371130782	NA
trpG	50.4566245852779	-0.445159367420653	0.425934673415853	-1.04513531112794	0.295960436034607	0.557989102332762
trpD	87.4113689200446	0.345790699684247	0.335761204635494	1.02987091692038	0.303070604755876	0.56643876037344
trpC	141.771770426905	0.480618028531084	0.290378389240572	1.65514393060739	0.0978953055097162	0.290739235092401
PSPPH_0675	25.693550092086	0.520832205170709	0.613336337818672	0.849178783411148	0.395781817182278	0.653665691862114
vfr	3.5505730285833	-1.12715229446794	1.54995690270083	-0.727215248697466	0.467094106394616	NA
PSPPH_0677	20.2778135517759	0.0894282105962464	0.674127959564619	0.132657619859	0.8944641610025	0.951419743657562
speD	55.0340348970889	-0.351688227531912	0.40865041539896	-0.860609005348896	0.38945342444757	0.648439951705204
PSPPH_0679	71.5355114185691	-0.00454195801362998	0.365867723646042	-0.0124142079775916	0.990095149531047	0.995158956257202
PSPPH_0680	31.8705341146253	-0.100083961057075	0.533931560724642	-0.187447171920766	0.85131004014577	0.93060728229312
PSPPH_0681	25.4940527140495	0.168471930028112	0.614289130763651	0.274255104951437	0.783888583225549	0.899354534062878
PSPPH_0682	14.8753751060181	0.850562754549575	0.810095078644638	1.04995423003019	0.293739156654729	0.555882962561484
PSPPH_0683	16.6681583329236	0.260588240270541	0.784525577649944	0.332160286030618	0.739768230035785	0.877054991017059
argC	113.286544112867	0.263799188334439	0.311631953538345	0.846508791345686	0.397268971619909	0.655309312938352
PSPPH_0685	12.5185010007814	1.41815759961781	0.973014997439801	1.45748791472821	0.144981744960225	NA
PSPPH_0686	163.362718274419	-0.760948039760337	0.248646908377175	-3.06035592691161	0.00221074095171082	0.0167789569668308
PSPPH_0687	119.874962491129	-0.712578726112706	0.288600762550596	-2.46908123116196	0.0135460464716899	0.0707581721580037
tyrS	142.725087635693	-0.383745289177512	0.269157786388326	-1.42572613011412	0.153947410910016	0.389473791703971
recC	40.648591254035	-0.161068582840261	0.490922866077132	-0.328093462273063	0.742840997003349	0.878275961919394
recB	29.2773477275498	0.0385070402380012	0.569573793225277	0.0676067626285097	0.946098671920013	0.975012325723371
recD	16.6447956499417	0.0950115952653023	0.739970211410589	0.128399216347079	0.897833051288877	0.951419743657562
PSPPH_0697	3.72563186249155	1.44218410035728	1.715186368156	0.840832300869886	0.4004418888704	NA
PSPPH_0698	7.98565180898468	0.294651393523634	1.1140237419885	0.264492920947707	0.791400118920061	NA
PSPPH_0699	0.429178619902085	-1.96619411004553	4.45334098874669	-0.441509894484608	0.658843899991662	NA
PSPPH_0700	21.0268807378889	-0.00115125136528933	0.656529139401105	-0.00175354191641748	0.998600876695199	0.999382533527082
ggt	30.5711611369168	1.31545164780274	0.587903844307652	2.23752856957738	0.0252518142210907	0.111606360517133
PSPPH_0702	1.85432430297494	-0.411869842445282	2.18114786447497	-0.188831692318312	0.850224731791976	NA
PSPPH_0703	1.71190120698429	3.22529865261395	2.52676447004311	1.27645401494779	0.201795072509322	NA
PSPPH_0704	1.82747912253469	1.70314714707081	2.33175905839584	0.730413007698365	0.465137769715527	NA
PSPPH_0705	6.48605908240584	1.2796881412793	1.29436707922013	0.988659370145856	0.32282982786615	NA
PSPPH_0706	25.0106967410835	-0.278819337890749	0.611569367110638	-0.455907952368564	0.648456170758174	0.830922192832985
PSPPH_0708	4.97719330089135	0.439111081652479	1.38439053868576	0.317187288833495	0.75110149437979	NA
PSPPH_0709	0.855950603492146	2.22526609694276	3.25449853321287	0.683750837259085	0.494132515715217	NA
mdaB	4.2318079762811	0.412735711852405	1.52181008091677	0.271213679701586	0.786226692274532	NA
PSPPH_0711	10.6137727708263	0.196674489650516	0.937618152548382	0.20975968640962	0.83385523861953	NA
ispB	122.877460925268	-1.31667425925694	0.286168680019619	-4.60104250111042	0.00000420381632615969	0.0000772342530544098
rplU	226.282287461536	-1.11260674189335	0.224143510384349	-4.9638142098583	0.000000691220692657495	0.0000177058838965343
rpmA	84.7521985877597	-0.780232224536157	0.367157122181552	-2.12506356924311	0.0335813089122437	0.137631702988027
PSPPH_0715	129.499409550956	-0.894025212781121	0.275458337415524	-3.24559140655996	0.00117206930330843	0.0101048304984261
proB	146.36034140195	-0.252441170853615	0.30861006886863	-0.817993955216915	0.413360638898673	0.666855425235879
PSPPH_0717	33.0798888198343	-0.229195311632023	0.528038632804755	-0.434050270933053	0.664251936142473	0.837966143612809
rpsT	106.995335097302	-1.99540679885209	0.301414094846819	-6.62015092514559	0.0000000000358832315616175	0.00000000187437115451273
mviN	22.7025165949412	0.103890969079333	0.647138787306939	0.160538930932689	0.872456556853877	0.943229413801289
ribF	92.2784290625517	-0.253240117367174	0.336329601564256	-0.752952211727318	0.451478631397413	0.693710642089145
ileS	401.525141051957	0.897597691964984	0.193567380958072	4.63713301033613	0.00000353275089823467	0.0000677068229704832
lspA	32.9403038023641	0.54135946019421	0.543322848571338	0.996386332026547	0.319062471369437	0.58019278070183
PSPPH_0723	41.6662400351961	0.32040093498318	0.479497201945629	0.668201886649405	0.504004731322685	0.729352103755263
ispH	75.6033094459368	-0.361957330620998	0.356448923825458	-1.01545356551066	0.309889670362945	0.571885680439857
PSPPH_0725	10.5595954177625	-1.01535900435797	0.930379145509947	-1.09133895493912	0.275123762730571	NA
PSPPH_0726	11.717372169291	0.0867202252395195	0.92955837821037	0.093291854790742	0.925671702798574	NA
PSPPH_0727	3.23868229211729	2.63328503588325	1.98483817230228	1.32670011723364	0.184607902181567	NA
PSPPH_0728	21.5802272725358	-1.47037840069635	0.65091559219565	-2.25893866781792	0.0238872002632658	0.107674283420203
PSPPH_0729	5.88187717857049	-0.541113817050735	1.23305581646544	-0.438839677673183	0.660777708074016	NA
PSPPH_0730	62.4792623737456	0.10492296142337	0.399740285919464	0.262477826526868	0.792953078120079	0.905067266543226
PSPPH_0731	22.7486994187467	-0.405043796436216	0.626723989008083	-0.646287366592237	0.518093267995174	0.740450893744175
thiO	55.8007102233125	-0.647478985737562	0.411068207425519	-1.5751132635449	0.115230303046538	0.324839711445479
PSPPH_0733	15.2904673983604	0.528683821902585	0.78763469966376	0.671229723789822	0.502074195956215	0.729352103755263
PSPPH_0734	5.9590740365024	-0.138911161593335	1.23507994696603	-0.112471392588447	0.910449651205988	NA
PSPPH_0735	17.7895652355434	-0.42286725306588	0.708342985928205	-0.59698092797765	0.550520114056321	0.764200614299945
pilR	46.5705208213062	-1.55767011970669	0.442225726559962	-3.5223417050466	0.000427752408207314	0.0043493603643675
pilS	11.3435056140607	-0.501266447693931	0.882553862651559	-0.567972640432299	0.570053545800676	NA
PSPPH_0738	11.3510164516222	-1.53162448386298	0.896037971792536	-1.70932988565088	0.0873898604475164	NA
comL	162.86597772033	-0.188147268029947	0.251050526412159	-0.749439846706632	0.453592141861075	0.695264364739875
sfhB	53.599298683374	-0.0303766692600225	0.428395877699668	-0.0709079401583748	0.943471023952425	0.973384950609476
PSPPH_0741	9.65823991127365	3.16410783313226	1.33002477491321	2.37898413083225	0.0173604233218966	NA
clpB2	1166.18369483262	0.463060518512259	0.136333344328111	3.39653164671015	0.00068245665359502	0.00653980045027746
PSPPH_0747	38.9189354706732	-2.01579891937924	0.49288101102114	-4.08982873006804	0.0000431691837950795	0.000608479923968739
PSPPH_0748	0.253187738916998	0.462816141090359	4.89226825212875	0.0946015462028223	0.924631321653757	NA
PSPPH_0749	6.15028265616848	-0.706184639458312	1.27578512274582	-0.553529451682601	0.579900919177366	NA
PSPPH_0750	2.95055997843408	0.769321245858644	1.88224081347384	0.40872625880362	0.682740561141208	NA
PSPPH_0751	23.9217553816152	2.18122018393862	0.808301174816269	2.69852407975829	0.0069647699045673	0.042653211553488
PSPPH_0752	7.90885367914166	1.30313257045081	1.21151149347928	1.07562542944467	0.282094809839056	NA
PSPPH_0753	27.8614586201755	0.219349211412912	0.741981112437457	0.29562640845713	0.767515403572621	0.889409301812278
PSPPH_0755	37.7223815556346	-0.55005976085499	0.490988595038784	-1.12031066793219	0.262581397614422	0.520931077607054
PSPPH_0756	61.2131500175237	0.667840829800992	0.404101871190589	1.65265463343033	0.0984011722974582	0.291630072122463
PSPPH_0757	16.7353009146244	-0.872222973253126	0.739106044672277	-1.18010531714684	0.237958330120441	0.491792856044107
PSPPH_0758	19.3507545881666	-0.472265784860864	0.682069350252859	-0.692401417371685	0.4886852759744	0.718776132834413
PSPPH_0759	3.29100586322603	-0.194278792418735	1.71079889752541	-0.113560274500849	0.909586379923746	NA
PSPPH_0760	5.71742217476363	-0.261600680402563	1.31281450245495	-0.199267055561447	0.842053848222307	NA
PSPPH_0761	3.05729958174375	-0.391311945072553	1.71877738620157	-0.22766877677937	0.819903747525848	NA
PSPPH_0762	29.1990750084716	0.0504663686937046	0.563864528171813	0.0895008750724735	0.928683858168758	0.966034282765159
hopAJ1	66.4903549995889	0.286510609464907	0.384010543038117	0.746100893996726	0.455606469329453	0.697549215111301
hopAT1	35.6021499759547	-0.718411291589258	0.509008886658308	-1.41139243423764	0.158128932575516	0.39443396664904
dksA1	76.0138014423847	-1.028357375831	0.356331330510741	-2.88595834207735	0.00390223804273086	0.0271424599107964
PSPPH_0765	20.1704431422134	-1.19060292063265	0.662533670525613	-1.79704515196655	0.0723284519698369	0.239953917867553
hopG1	46.2299337446422	-0.168673376712331	0.475654848667457	-0.354612966071654	0.72287956114902	0.872169905299362
PSPPH_0768	5.14675250594773	-1.09609622338374	1.30123826060689	-0.842348597152778	0.399592856458752	NA
PSPPH_0769	1.53066231068022	3.07514968655324	2.64085356891931	1.16445293398515	0.24424050649891	NA
PSPPH_0770	20.603652724416	2.06066750372488	0.832018225832739	2.47670957167125	0.0132599752456755	0.0696737160837863
PSPPH_0771	4.04311379239046	2.65044949565103	1.96042910432739	1.35197416208549	0.176383581005273	NA
PSPPH_0772	1.39305248731361	1.24123685253859	2.82346474601065	0.439614786865099	0.660216129186477	NA
PSPPH_0774	5.58383739101371	1.12852387328514	1.43663130782068	0.785534790409841	0.432140080584867	NA
PSPPH_0775	9.04715227372206	0.66633330683454	1.11336020954682	0.598488522511291	0.549514014990155	NA
PSPPH_0776	0.289162160223458	0.688994271295258	4.8768755821737	0.141277803726164	0.887650483789268	NA
PSPPH_0777	11.6253725356494	1.64876047338141	2.14572482404741	0.768393251037385	0.442253588738039	NA
PSPPH_0778	122.416636375959	-1.01108258944116	0.289930734030643	-3.48732462883463	0.000487878771480228	0.00492314033039139
PSPPH_0780	167.771176530093	-0.402894796427781	0.256225578476265	-1.57242223365729	0.115852661293601	0.3252175866029
PSPPH_0781	245.571519396778	-0.442382025498706	0.216329195657793	-2.04494832125434	0.0408599532880557	0.159605448034282
PSPPH_0782	53.5874009373863	-1.67852329607074	0.434452762973218	-3.86353463281855	0.000111758039957311	0.00141101146183069
PSPPH_0783	3.4722447595301	-0.0712671891152131	1.64842804043755	-0.0432334244304023	0.96551546114604	NA
avrB4-2	8.0869602678133	0.13059467552066	1.16181712103604	0.112405535394593	0.91050186653502	NA
PSPPH_0786	0.994691837980029	-1.26772975144143	3.02783159011881	-0.418692293051769	0.675441028888582	NA
PSPPH_0787	0.839166710994927	0.143036546069229	3.09018088403722	0.0462874347608922	0.963081154183912	NA
PSPPH_0788	1.6975239507991	-0.684081571479392	2.26884131785469	-0.301511421753474	0.763024541711997	NA
PSPPH_0790	13.2303740903722	0.800741742305459	0.909848687501799	0.880082318417232	0.378814716981755	NA
PSPPH_0791	4.75757334696878	1.28275247343509	1.4858764235867	0.863296875213014	0.38797426181006	NA
PSPPH_0792	1.12067421958737	2.63238262097496	3.00528516437259	0.875917750562124	0.381074748965902	NA
PSPPH_0793	4.18052425171261	1.41272334760132	1.60424303784771	0.880616785781202	0.378525270143451	NA
PSPPH_0794	7.23654860826562	0.425078276602059	1.15654339465096	0.367542003670641	0.713214766420573	NA
PSPPH_0795	5.80468032063858	-0.961581019799665	1.25411716830805	-0.766739379779761	0.443236485028829	NA
PSPPH_0796	12.9328153723149	-0.716060463653675	0.844722895192431	-0.847686818634831	0.396612409169824	NA
PSPPH_0797	1.27747457176322	2.81702472255813	2.82734502841043	0.996349824394056	0.319080203092907	NA
PSPPH_0798	2.37620844811541	0.380432115421782	1.9409697929809	0.196001048958893	0.84460934497141	NA
PSPPH_0799	1.8902987242814	-0.333396111681305	2.1726442193202	-0.153451774900182	0.878042017855917	NA
cheB1	9.03428892186465	-0.7040436935238	1.05472310178427	-0.667515191743476	0.504443109177055	NA
cheD	3.2665673190978	-0.189880377065621	1.80308880237342	-0.105308389035349	0.916131106503993	NA
cheR1	4.29094571652505	0.0279184509358791	1.43139163982	0.0195044110634808	0.984438718193608	NA
cheW1	5.26404038938381	1.10911049992712	1.42067188256783	0.780694341555087	0.434982289432424	NA
PSPPH_0804	18.4242741813217	-0.106080482339206	0.745547511838099	-0.142285341517231	0.886854624497087	0.949208806613194
cheA1	16.4143887367556	-0.0727980474770099	0.771045628611884	-0.0944147074772584	0.924779733116136	0.963854933106959
PSPPH_0806	5.33952727943004	-0.925822836544878	1.28412721405914	-0.720974391328675	0.47092527085253	NA
cheY1	7.05412605135183	-0.250245174255168	1.22487087283534	-0.204303310499904	0.838116483128719	NA
PSPPH_0808	15.0786562223369	-1.7049115446872	0.781679123227222	-2.1810887537182	0.0291768525051816	0.124762656619268
ndh	117.815056712024	0.995592951429223	0.310825126763203	3.20306457137778	0.00135973489723978	0.0115360947969642
PSPPH_0810	13.4190160247744	-0.438920372009621	0.815569981988935	-0.538176222399975	0.590455393968822	NA
