baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PSPPH_0202	26.9248554527288	-0.987640008659649	0.573456145911317	-1.7222590004509	0.0850226111880645	0.261547616864901
PSPPH_0203	75.4117249340373	-0.701525831219836	0.358867696562701	-1.95483137083436	0.0506029771026698	0.186115499702066
pyrE	67.2265065843561	-0.0667499500073688	0.375836688893489	-0.177603602787927	0.859034294914598	0.934449718927109
PSPPH_0205	45.0652084774341	0.0146710223909338	0.469538104179804	0.0312456481387414	0.975073635719354	0.989183612169215
argB	210.715215879032	0.891437169837736	0.238129572831415	3.74349627909859	0.00018147729110958	0.00214869112673743
algC	256.993282872026	1.26831062397874	0.227729111641707	5.56938291655137	0.0000000255643107834512	0.000000861538877973959
dut	29.0266188744333	0.210838270598434	0.579931174432484	0.363557401108431	0.716188541914457	0.868097923428743
coaBC	69.0427014432455	0.189476108300607	0.371231828663463	0.51039833783319	0.609772421131451	0.802771528533827
radC	7.25185791152765	-0.178165493981208	1.10242603956827	-0.161612196724762	0.871611251985536	NA
PSPPH_0211	82.6374670476706	-0.606383774928117	0.339692927869348	-1.7850939044611	0.0742460865300304	0.243477749133312
rpmB	335.555942904842	-0.31512290378044	0.192601933110255	-1.6361357266339	0.101811184462372	0.299035276083527
rpmG	41.1670844662981	-0.0158280223252383	0.472754159906271	-0.0334804506603948	0.973291455204475	0.988128215192349
PSPPH_0214	7.68883499713021	0.460271315922234	1.12574757146888	0.408858368951815	0.682643602054846	NA
PSPPH_0215	347.619101237527	1.19382309306118	0.19411637223067	6.15003814125761	0.00000000077464316085876	0.0000000338303177135695
PSPPH_0216	25.5349482074434	0.107632088065714	0.608839893873056	0.176782252853088	0.859679429659594	0.934597030091697
PSPPH_0217	35.9575782207772	-1.03305825284756	0.507632457819033	-2.03505161448096	0.041845679802118	0.16179519737713
PSPPH_0218	106.792279047435	-1.00638861917237	0.299837133033927	-3.35645091383158	0.000789497340248898	0.00732829586906991
PSPPH_0219	5.18159551613291	0.173064066943031	1.31471936510169	0.13163574792986	0.895272408791072	NA
PSPPH_0220	35.3886082076485	0.391836646275521	0.528961154299907	0.740766392938866	0.458835095407205	0.700078289899653
PSPPH_0221	6.19193983548888	1.47875210152967	1.34198347575862	1.10191528304306	0.270498503688058	NA
lrp	25.7643642230911	1.4777972914271	1.97763024696981	0.74725661871901	0.454908673235209	0.696881371764576
dadA	550.507240950067	-1.8768377481469	0.161597267721882	-11.6142913466646	3.48667201279957e-31	1.16106178026226e-28
PSPPH_0224	85.5043462427556	-0.787743442092981	0.339593221890344	-2.31966774162338	0.0203588581816823	0.0970232525867651
alr	219.296369130094	-1.05118255637301	0.234716636432736	-4.47851746833572	0.00000751632207423209	0.000130022610426976
PSPPH_0226	32.9575327497548	-0.32192547670132	0.538929606330943	-0.597342348461802	0.550278836081978	0.764200614299945
PSPPH_0227	9.35137212367466	-1.31263382929167	0.967002364323128	-1.3574256669067	0.174645997362605	NA
PSPPH_0228	2.25665774243677	1.01569592573506	2.08693872914461	0.48669178042969	0.626476770996757	NA
PSPPH_0229	20.3213510601323	0.093388767499023	0.671420686497212	0.139091287142537	0.889378013154278	0.950906823626752
PSPPH_0230	21.169594762505	-0.166093746349699	0.657174620360896	-0.252739136910806	0.800469802574439	0.909372691961445
PSPPH_0231	7.93309285922545	0.585378159550498	1.08543270770881	0.539303961814591	0.589677135604956	NA
PSPPH_0232	15.6387117488529	0.661585922902032	0.793897700091346	0.833339009328166	0.404653561674158	0.662160373648622
PSPPH_0233	8.05122122515733	0.794875871830229	1.15759518446225	0.686661349752832	0.49229615829754	NA
gcvT1	60.0403129540687	-0.249488935708813	0.409786675686574	-0.608826373602334	0.54263953032879	0.761434848547594
gcvH1	50.9875165591361	0.624258582840285	0.443315747420357	1.40815792462332	0.159084312088608	0.394600193113643
PSPPH_0236	30.3885495281571	-0.39441011097974	0.56596610731153	-0.696879381794219	0.48587828201378	0.718776132834413
PSPPH_0237	55.8342883205055	-1.37104249784293	0.414171239160668	-3.31032763313406	0.000931868258016406	0.00837174299126819
PSPPH_0238	3.35539161878897	-0.148551564189371	1.60088509179395	-0.092793395947553	0.926067697644849	NA
PSPPH_0239	5.36033621154393	1.51943385574182	1.42425731079358	1.06682538627462	0.286050692741366	NA
PSPPH_0240	50.3465164510119	0.843234165429082	0.456204531221736	1.84836867615248	0.0645490269336013	0.221026488111972
argE1	59.7692485483366	0.915042130857979	0.414453246099811	2.207829566951	0.0272561561472695	0.118644444405761
argA	82.6011321243397	0.0749140016829379	0.36273392161493	0.206526043523619	0.836380023427741	0.924940250887053
gshA	271.222960242938	-0.185180617557069	0.202335983516823	-0.915213469885214	0.360079574630936	0.618872249559235
PSPPH_0244	16.4022477557321	0.797566999405656	0.78615694288778	1.01451371335088	0.310337689227708	0.571894835452469
tex	168.275735339813	0.799068572638467	0.258592006477351	3.09007452907658	0.00200106275841454	0.0155872256971238
ompR	164.320262186504	0.747135566563844	0.273117425884813	2.73558365652929	0.00622697561364249	0.0392166974816634
envZ	49.3088296468338	1.29897480914914	0.474693609298682	2.73644890873559	0.00621062382427692	0.0392064025305064
PSPPH_0248	18.7538738456498	0.311933531193888	0.714673538914972	0.436469960350666	0.662495789576427	0.836440181721139
PSPPH_0249	4.36573593814493	1.74019341782587	1.60904249803698	1.08150867360489	0.279470904544943	NA
PSPPH_0250	2.54581990266023	1.24936214526835	2.00930674788618	0.621787662129088	0.534081500153761	NA
PSPPH_0251	18.1503853097543	-0.461057954172964	0.711417715481016	-0.648083318899678	0.516931062429022	0.74016148506894
algB	124.694965934926	-0.445577830666294	0.276956190988833	-1.60883867255475	0.107651622253951	0.310036672091378
PSPPH_0253	59.5625448740491	0.0353472389044508	0.407326235970025	0.0867786942824178	0.930847423225332	0.966743190200839
PSPPH_0254	11.8463430444613	0.52040920482521	0.893504163124652	0.582436239586506	0.560272877346252	NA
PSPPH_0255	60.3028259974098	0.140905768638075	0.400486000966901	0.351836938863988	0.724960554342112	0.872652998792227
PSPPH_0256	118.459092485189	-0.0751475585453638	0.290196000030168	-0.258954494677913	0.79567035110138	0.906900768337101
dsbA	228.069336101885	0.0939996570907628	0.217589015045697	0.432005526892161	0.665737396223997	0.839339528414922
PSPPH_0258	43.8442785799542	0.381384674570076	0.468032220980481	0.814868416048607	0.415147633782824	0.666855425235879
polA	143.390337924595	0.747302603030499	0.277372599635258	2.69421927044414	0.00705537328334342	0.0429892179834196
PSPPH_0260	14.5972618307895	-0.578150768915163	0.783026263625788	-0.738354249112983	0.460299208570221	NA
thrB	53.7117339790934	0.540925629254133	0.429443511626008	1.25959669807565	0.207814887285011	0.455854560275484
znuA	36.4606477293418	-0.12892835069893	0.522027473549784	-0.246976178901502	0.804926659585146	0.910840132767029
PSPPH_0263	13.1568428590606	-0.212873278118304	0.845271049221945	-0.25184025681969	0.801164539476384	NA
znuC	15.6808302179491	0.0493331734416157	0.762974042281184	0.0646590456657169	0.948445471375863	0.976675197427638
