gene1039	33	14	19
gene1040	121	65	56
gene1041	45	28	17
gene1042	20	11	9
gene1044	15	6	9
gene1045	4	3	1
gene1046	3	1	2
gene1047	3	3	0
gene1048	3	1	2
gene1049	2	1	1
gene1050	25	11	14
gene1051	45	28	17
gene1052	8	4	4
gene1053	4	2	2
gene1054	2	2	0
gene1055	184	72	112
gene1056	40	18	22
gene1057	162	79	83
gene1058	1	10	8
gene1059	147	83	81
gene1060	69	36	33
gene1061	34	19	22
gene1062	7	6	8
gene1063	0	0	0
gene1064	12	11	1
gene1065	1	1	0
gene1066	5	4	1
gene1067	47	19	28
gene1068	254	147	129
gene1069	42	36	28
gene1070	43	23	20
gene1071	49	20	29
gene1072	95	41	54
gene1073	69	42	27
gene1074	13	6	7
gene1075	32	15	17
gene1076	35	18	17
gene1077	23	12	11
gene1078	1	1	0
gene1079	41	27	14
gene1080	7	5	2
gene1081	11	7	4
gene1082	10	7	3
gene1083	27	12	15
gene1084	13	6	7
gene1085	17	6	11
gene1086	11	7	4
gene1087	3	2	1
gene1089	17	7	10
gene1090	20	11	9
gene1091	1100	572	528
gene1092	46	18	28
gene1093	5	4	1
gene1094	1	0	1
gene1095	7	2	5
gene1097	4	2	4
gene1098	9	6	5
gene1099	25	13	15
gene1100	124	64	63
gene1101	43	21	22
gene1102	14	9	5
gene1103	16	8	8
gene1104	0	0	0
gene1105	2	3	1
gene1106	20	10	12
gene1107	20	10	10
gene1108	164	89	75
gene1109	61	30	31
gene1110	29	14	15
gene1111	61	30	31
gene1112	61	24	37
gene1113	54	26	28
gene1114	53	33	20
gene1115	75	27	48
gene1116	100	45	55
gene1117	128	65	63
gene1118	138	74	64
gene1119	510	256	254
gene1120	32	18	14
gene1121	55	31	24
gene1122	377	189	188
gene1123	57	32	25
gene1124	16	10	6
gene1125	18	9	9
gene1126	7	3	4
gene1127	1	1	0
gene1128	9	4	5
gene1129	78	38	40
gene1130	63	37	26
gene1131	86	44	42
gene1132	27	18	9
gene1133	36	20	16
gene1134	53	22	31
gene1135	5	6	3
gene1136	11	8	7
gene1137	5	1	4
gene1138	16	10	6
gene1139	3	1	2
gene1140	23	10	13
gene1141	0	0	0
gene1142	0	0	0
gene1143	5	0	5
gene1144	20	10	10
gene1145	0	0	0
gene1146	51	23	33
gene1147	23	13	15
gene1149	51	27	24
gene1150	40	16	24
gene1151	33	18	15
gene1152	47	27	20
gene1153	33	14	19
gene1154	700	374	326
gene1155	24	19	16
gene1156	61	38	34
gene1157	49	24	25
gene1158	623	307	317
gene1159	76	36	41
gene1160	72	25	47
gene1161	176	94	82
gene1162	209	93	116
gene1163	497	231	266
gene1164	25	14	11
gene1165	0	0	0
gene1166	4	1	3
gene1167	37	15	22
gene1168	3	0	3
gene1169	7	2	5
gene1170	23	15	8
gene1171	26	15	11
gene1172	6	2	4
gene1173	8	3	5
gene1174	27	11	16
gene1175	15	7	8
gene1176	23	14	9
gene1177	797	394	403
gene1178	410	210	200
gene1179	151	75	76
gene1180	92	45	47
gene1181	27	8	19
gene1182	98	51	47
gene1183	21	9	12
gene1184	20	7	13
gene1185	120	62	58
gene1186	327	173	154
gene1187	24	11	13
gene1188	108	51	57
gene1189	678	313	365
gene1190	355	184	171
gene1191	335	170	166
gene1192	7	2	6
gene1193	91	43	48
gene1194	37	19	18
gene1195	3	1	2
gene1196	8	4	4
gene1197	14	6	8
gene1198	8	3	5
gene1199	0	0	0
gene1200	1	0	1
gene1201	1	0	1
gene1202	8	5	3
gene1204	0	0	0
gene1205	6	8	9
gene1206	16	15	12
gene1207	23	13	10
gene1208	46	19	27
gene1209	1	0	2
gene1210	55	29	27
gene1211	1362	661	701
gene1212	3298	1684	1614
gene1213	391	199	192
gene1214	162	84	78
gene1215	519	242	277
gene1216	2	2	0
gene1217	26	6	20
gene1218	2	2	0
gene1219	422	232	215
gene1220	44	39	30
gene1221	24	14	10
gene1222	36	16	20
gene1223	22	13	9
gene1224	76	39	37
gene1225	20	10	12
gene1226	52	28	26
gene1227	185	93	92
gene1228	100	51	49
gene1230	14	7	7
gene1231	61	39	36
gene1232	5	9	9
gene1233	11	6	5
gene1234	14	6	8
gene1235	1	0	1
gene1236	3	0	3
gene1238	3	1	2
gene1240	1	1	0
gene1241	0	0	0
gene1243	3	1	2
gene1244	12	5	7
gene1245	9	5	4
gene1246	4	7	0
gene1247	22	14	11
gene1248	11	6	5
gene1249	7	2	5
gene1250	24	15	9
gene1251	7	4	3
gene1252	20	9	11
gene1253	5	5	0
gene1254	5	1	4
gene1255	6	2	4
gene1256	6	2	4
gene1257	9	3	6
gene1258	5	2	3
gene1259	2	1	1
gene1260	12	6	6
gene1261	9	4	5
gene1262	246	115	131
gene1265	14	7	7
gene1266	3	2	1
gene1268	1	0	1
gene1269	23	16	7
gene1270	4	1	3
gene1271	20	13	7
gene1272	15	6	9
gene1273	8	2	6
gene1274	16	11	5
gene1275	4	0	4
gene1276	6	6	0
gene1277	4	3	1
gene1278	1	1	0
gene1279	0	0	0
gene1280	0	0	0
gene1281	10	6	4
gene1282	0	0	0
gene1283	0	0	0
gene1284	5	0	5
gene1285	2	1	1
gene1286	1	0	1
gene1287	2	2	0
gene1288	2	0	2
gene1289	1	1	0
gene1290	1	1	0
gene1291	1	1	0
gene1292	8	4	4
gene1293	5	2	3
gene1294	11	6	5
gene1295	1	0	1
gene1296	0	0	0
gene1297	16	6	10
gene1298	8	4	4
gene1299	16	7	9
gene1301	39	22	18
gene1302	85	38	47
gene1303	100	47	53
gene1304	414	206	208
gene1305	121	58	63
gene1306	224	112	112
gene1307	203	101	102
gene1308	63	34	29
gene1309	39	19	20
gene1310	20	9	11
gene1311	246	127	119
gene1312	134	63	71
gene1313	34	14	20
gene1314	75	45	30
gene1315	195	80	115
gene1316	28	20	8
gene1317	15	8	7
gene1318	283	151	132
gene1319	161	91	70
gene1320	41	24	17
gene1321	121	68	53
gene1322	158	75	83
gene1323	204	105	99
gene1324	174	89	85
gene1325	326	146	180
gene1326	184	88	96
gene1327	119	75	44
gene1328	55	28	27
gene1329	14	7	7
gene1330	99	56	43
gene1331	377	164	213
gene1332	32	15	17
gene1333	33	17	16
gene1334	16	9	7
gene1335	399	196	203
gene1336	275	133	142
gene1337	18	12	6
gene1338	0	0	0
gene1339	11	2	9
gene1340	12	8	4
gene1341	6	8	4
gene1342	33	19	23
gene1343	802	396	409
gene1344	20	9	12
gene1345	20	9	12
gene1346	29	14	15
gene1347	45	22	23
gene1348	21	12	9
gene1349	2	1	1
gene1350	3	0	3
gene1351	243	121	123
gene1352	9	3	7
gene1353	13	11	2
gene1354	30	15	15
gene1355	291	140	151
gene1356	259	126	133
gene1357	209	117	92
gene1358	434	210	224
gene1359	222	108	114
gene1360	22	10	12
gene1361	127	59	68
gene1362	518	256	262
gene1363	332	184	148
gene1365	8	10	4
gene1366	17	14	9
gene1367	3	3	0
gene1368	23	10	13
gene1369	10	2	8
gene1370	26	12	14
gene1371	87	38	49
gene1372	23	9	15
gene1373	12	4	9
gene1374	2	0	2
gene1375	0	0	0
gene1376	16	8	9
gene1377	36	14	23
gene1378	19	14	5
gene1379	15	10	5
gene1380	269	142	127
gene1381	133	78	55
gene1382	579	316	263
gene1383	73	45	28
gene1384	29	10	19
gene1385	34	19	15
gene1386	17	9	8
gene1387	23	12	11
gene1388	9	6	3
gene1389	4	3	1
gene1390	44	23	21
gene1391	7	4	3
gene1392	6	3	3
gene1393	85	40	45
gene1394	1	2	7
gene1395	8	8	8
gene1396	5	2	3
gene1397	5	4	1
gene1398	6	5	3
gene1399	16	7	11
gene1401	26	11	15
gene1402	21	8	13
gene1403	16	11	5
gene1404	57	29	33
gene1405	19	11	13
gene1406	7	5	2
gene1407	9	5	4
gene1408	62	35	27
gene1409	57	32	25
